,Symbol,Name,Stock Exchange,RBICS Economy,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,ESG Rating
253,CHD,"Church & Dwight Co., Inc.",NYSE,Consumer Non-Cyclicals,"4,593.1",7.6,6.0,2.8,BBB,Low
254,CHDN,Churchill Downs Incorporated,NASDAQ,Consumer Services,"1,024.9",3.0,5.2,5.2,BBB,Low
255,CHE,Chemed Corporation,NYSE,Healthcare,"2,020.9",5.4,3.1,5.7,BBB,Low
256,CHEF,"Chefs' Warehouse, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,399.3",2.5,4.9,4.6,BB,Low
257,CHH,"Choice Hotels International, Inc.",NYSE,Consumer Services,948.7,1.9,7.7,3.9,BB,Low
258,CHRS,"Coherus BioSciences, Inc.",NASDAQ,Healthcare,487.4,7.1,4.1,4.9,BBB,Low
259,CHRW,"C.H. Robinson Worldwide, Inc.",NASDAQ,Industrials,"15,082.3",8.6,7.2,3.6,AA,High
260,CHS,"Chico's FAS, Inc.",NYSE,Consumer Cyclicals,"1,800.4",,,,@NA,Low
261,CHTR,"Charter Communications, Inc. Class A",NASDAQ,Telecommunications,"46,645.0",8.0,3.5,3.7,B,Low
262,CHUY,"Chuy's Holdings, Inc.",NASDAQ,Consumer Services,371.3,,,,@NA,Low
263,CHX,ChampionX Corporation,NYSE,Energy,"1,083.9",6.0,5.9,7.2,A,High
264,CI,Cigna Corporation,NYSE,Consumer Non-Cyclicals,"154,697.0",10.0,5.4,4.7,AA,High
265,CIEN,Ciena Corporation,NYSE,Technology,"3,655.6",2.8,6.2,5.6,A,High
266,CINF,Cincinnati Financial Corporation,NASDAQ,Finance,"6,467.0",4.1,6.0,3.4,BB,Low
267,CIR,"CIRCOR International, Inc.",NYSE,Industrials,802.6,,,,@NA,Low
268,CIT,CIT Group Inc.,NYSE,Finance,"3,092.3",1.7,6.5,3.5,BB,Low
269,CKH,SEACOR Holdings Inc.,NYSE,Industrials,758.3,3.8,4.0,5.7,B,Low
270,CL,Colgate-Palmolive Company,NYSE,Consumer Non-Cyclicals,"15,937.0",8.2,6.6,5.1,AA,High
271,CLB,Core Laboratories NV,NYSE,Energy,599.8,8.0,5.9,5.2,AA,High
272,CLDT,Chatham Lodging Trust,NYSE,Finance,245.2,3.5,5.1,4.6,BB,Low
273,CLF,Cleveland-Cliffs Inc,NYSE,Non-Energy Materials,"2,601.1",2.9,5.0,5.3,BB,Low
274,CLGX,"CoreLogic, Inc.",NYSE,Business Services,"1,806.3",8.0,7.2,4.1,BB,Low
275,CLH,"Clean Harbors, Inc.",NYSE,Business Services,"3,331.2",3.3,6.1,7.3,BBB,Low
276,CLI,Mack-Cali Realty Corporation,NYSE,Finance,237.3,5.3,3.8,3.8,B,Low
277,CLW,Clearwater Paper Corporation,NYSE,Consumer Non-Cyclicals,"1,839.1",4.2,6.0,5.9,BB,Low
278,CLX,Clorox Company,NYSE,Consumer Non-Cyclicals,"6,721.0",6.8,7.1,5.4,AA,High
279,CMA,Comerica Incorporated,NYSE,Finance,"3,429.0",3.6,7.4,4.8,A,High
280,CMC,Commercial Metals Company,NYSE,Non-Energy Materials,"5,610.4",3.0,5.1,5.3,BBB,Low
281,CMCSA,Comcast Corporation Class A,NASDAQ,Telecommunications,"105,549.0",10.0,4.3,3.5,BB,Low
282,CMD,Cantel Medical Corp.,NYSE,Healthcare,"1,022.2",6.5,4.3,5.5,BB,Low
283,CME,CME Group Inc. Class A,NASDAQ,Finance,"5,132.4",8.0,5.9,3.0,BBB,Low
284,CMG,"Chipotle Mexican Grill, Inc.",NYSE,Consumer Services,"5,619.4",6.3,7.2,3.5,BBB,Low
285,CMI,Cummins Inc.,NYSE,Industrials,"20,209.0",6.2,5.4,7.4,AAA,High
286,CMO,Capstead Mortgage Corporation,NYSE,Finance,37.6,7.0,4.5,2.9,BB,Low
287,CMP,"Compass Minerals International, Inc.",NYSE,Non-Energy Materials,"1,511.6",3.5,5.4,5.0,BBB,Low
288,CMS,CMS Energy Corporation,NYSE,Utilities,"6,648.0",6.5,6.9,6.3,AA,High
289,CMTL,Comtech Telecommunications Corp.,NASDAQ,Technology,643.4,2.9,5.2,4.9,BB,Low
290,CNC,Centene Corporation,NYSE,Healthcare,"91,576.0",8.3,5.1,3.4,BBB,Low
291,CNK,"Cinemark Holdings, Inc.",NYSE,Consumer Services,"2,163.2",8.3,4.8,5.6,BBB,Low
292,CNMD,CONMED Corporation,NYSE,Healthcare,864.3,6.7,4.1,6.1,BB,Low
293,CNO,"CNO Financial Group, Inc.",NYSE,Finance,"3,789.6",7.7,6.1,3.8,BB,Low
294,CNP,"CenterPoint Energy, Inc.",NYSE,Utilities,"9,585.0",4.6,6.4,5.9,BBB,Low
295,CNSL,"Consolidated Communications Holdings, Inc.",NASDAQ,Telecommunications,"1,315.2",7.5,4.2,4.7,BB,Low
296,CNX,CNX Resources Corporation,NYSE,Energy,"1,501.9",3.8,4.5,4.0,BBB,Low
297,CNXN,"PC Connection, Inc.",NASDAQ,Technology,"2,707.9",3.7,2.3,5.7,B,Low
298,COF,Capital One Financial Corporation,NYSE,Finance,"32,617.0",10.0,5.4,3.5,B,Low
299,COG,Cabot Oil & Gas Corporation,NYSE,Energy,"1,540.3",1.6,4.9,3.5,B,Low
300,COHR,"Coherent, Inc.",NASDAQ,Industrials,"1,247.7",3.4,6.6,5.8,AA,High
301,COHU,"Cohu, Inc.",NASDAQ,Technology,568.5,4.4,5.3,4.1,B,Low
302,COKE,"Coca-Cola Consolidated, Inc.",NASDAQ,Consumer Non-Cyclicals,"4,850.2",2.3,3.3,7.0,B,Low
303,COLB,"Columbia Banking System, Inc.",NASDAQ,Finance,633.1,1.1,7.7,3.8,BBB,Low
304,COLM,Columbia Sportswear Company,NASDAQ,Consumer Cyclicals,"2,746.2",6.4,5.4,4.9,A,High
305,CONE,"CyrusOne, Inc.",NASDAQ,Finance,"1,073.8",8.0,5.5,3.0,BBB,Low
306,CONN,"Conn's, Inc.",NASDAQ,Consumer Cyclicals,"1,507.3",,,,@NA,Low
307,COO,"Cooper Companies, Inc.",NYSE,Healthcare,"2,542.1",6.0,4.1,6.0,BBB,Low
308,COP,ConocoPhillips,NYSE,Energy,"24,297.0",4.6,5.7,5.8,AA,High
309,COR,CoreSite Realty Corporation,NYSE,Finance,590.4,9.0,6.3,4.4,A,High
310,CORE,"Core-Mark Holding Company, Inc.",NASDAQ,Consumer Non-Cyclicals,"16,780.6",0.9,7.4,4.4,BBB,Low
311,CORT,Corcept Therapeutics Incorporated.,NASDAQ,Healthcare,351.2,3.4,3.1,3.8,BB,Low
312,COST,Costco Wholesale Corporation,NASDAQ,Consumer Non-Cyclicals,"160,876.0",4.1,6.3,3.4,BB,Low
313,COTY,Coty Inc. Class A,NYSE,Consumer Non-Cyclicals,"7,931.2",5.4,3.5,3.1,B,Low
314,CPB,Campbell Soup Company,NYSE,Consumer Non-Cyclicals,"7,561.0",5.0,4.8,5.3,AA,High
315,CPE,Callon Petroleum Company,NYSE,Energy,798.6,,,,@NA,Low
316,CPF,Central Pacific Financial Corp.,NYSE,Finance,253.6,2.9,5.7,2.9,B,Low
317,CPRI,Capri Holdings Limited,NYSE,Consumer Cyclicals,"4,656.0",3.9,3.9,4.1,BB,Low
318,CPRT,"Copart, Inc.",NASDAQ,Consumer Cyclicals,"2,222.5",7.4,6.6,5.7,A,High
319,CPS,Cooper-Standard Holdings Inc.,NYSE,Consumer Cyclicals,"2,458.9",,,,@NA,Low
320,CPSI,"Computer Programs and Systems, Inc.",NASDAQ,Healthcare,268.6,6.7,6.2,4.5,BBB,Low
321,CPT,Camden Property Trust,NYSE,Finance,"1,056.4",6.3,4.5,5.7,BBB,Low
322,CR,Crane Co.,NYSE,Industrials,"3,085.5",3.4,6.1,4.4,BBB,Low
323,CREE,"Cree, Inc.",NASDAQ,Technology,949.5,5.9,5.9,6.3,A,High
324,CRI,"Carter's, Inc.",NYSE,Consumer Cyclicals,"3,213.2",2.6,7.0,5.8,A,High
325,CRL,"Charles River Laboratories International, Inc.",NYSE,Healthcare,"2,748.7",10.0,3.9,4.0,B,Low
326,CRM,"salesforce.com, inc.",NYSE,Technology,"18,226.0",5.3,4.6,7.5,AAA,High
327,CRMT,"America's Car-Mart, Inc.",NASDAQ,Consumer Cyclicals,760.6,1.8,7.1,4.3,BBB,Low
328,CROX,"Crocs, Inc.",NASDAQ,Consumer Cyclicals,"1,188.5",3.0,7.4,5.4,A,High
329,CRS,Carpenter Technology Corporation,NYSE,Non-Energy Materials,"2,181.1",0.7,4.4,4.9,B,Low
330,CRUS,"Cirrus Logic, Inc.",NASDAQ,Technology,"1,285.4",3.9,7.1,6.6,A,High
331,CRVL,CorVel Corporation,NASDAQ,Healthcare,571.7,6.7,2.8,6.1,BBB,Low
332,CRY,"CryoLife, Inc.",NYSE,Healthcare,257.8,6.2,3.6,5.8,BB,Low
333,CSCO,"Cisco Systems, Inc.",NASDAQ,Technology,"49,301.0",5.5,5.6,5.8,AA,High
334,CSGS,"CSG Systems International, Inc.",NASDAQ,Telecommunications,992.1,6.7,6.4,3.6,BBB,Low
335,CSII,"Cardiovascular Systems, Inc.",NASDAQ,Healthcare,236.5,6.2,4.9,6.8,A,High
336,CSL,Carlisle Companies Incorporated,NYSE,Non-Energy Materials,"4,480.5",3.2,6.4,5.5,A,High
337,CSX,CSX Corporation,NASDAQ,Industrials,"10,973.0",5.6,6.6,3.9,A,High
338,CTAS,Cintas Corporation,NASDAQ,Business Services,"7,085.1",7.1,6.5,4.2,BBB,Low
339,CTB,Cooper Tire & Rubber Company,NYSE,Consumer Cyclicals,"2,481.4",3.4,7.2,4.5,BBB,Low
340,CTL,"CenturyLink, Inc.",NYSE,Telecommunications,"21,596.0",10.0,5.4,4.4,BB,Low
341,CTLT,Catalent Inc,NYSE,Healthcare,"2,872.4",6.0,4.6,4.0,BBB,Low
342,CTRE,CareTrust REIT Inc,NASDAQ,Finance,166.1,2.9,6.3,3.8,B,Low
343,CTS,CTS Corporation,NYSE,Consumer Cyclicals,417.9,3.6,7.2,4.5,A,High
344,CTSH,Cognizant Technology Solutions Corporation Class A,NASDAQ,Technology,"16,757.0",4.0,8.0,3.8,BBB,Low
345,CTVA,Corteva Inc,NYSE,Non-Energy Materials,"14,041.0",5.0,6.0,0.4,BBB,Low
346,CTXS,"Citrix Systems, Inc.",NASDAQ,Technology,"3,202.6",6.0,6.0,4.9,A,High
347,CUB,Cubic Corporation,NYSE,Industrials,"1,472.0",3.6,5.6,5.8,AA,High
348,CUBI,"Customers Bancorp, Inc.",NYSE,Finance,591.9,1.1,7.0,3.4,BB,Low
349,CUTR,"Cutera, Inc.",NASDAQ,Healthcare,156.5,,,,@NA,Low
350,CUZ,Cousins Properties Incorporated,NYSE,Finance,756.6,5.7,6.4,2.1,BB,Low
351,CVBF,CVB Financial Corp.,NASDAQ,Finance,485.3,1.0,6.0,4.2,BB,Low
352,CVCO,"Cavco Industries, Inc.",NASDAQ,Consumer Cyclicals,"1,052.5",4.6,5.1,3.4,BBB,Low
353,CVET,"Covetrus, Inc.",NASDAQ,Healthcare,"4,117.0",6.7,3.7,6.4,A,High
354,CVGW,"Calavo Growers, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,206.0",1.9,4.7,5.5,BB,Low
355,CVLT,"CommVault Systems, Inc.",NASDAQ,Technology,681.7,3.4,6.3,3.9,BB,Low
356,CVS,CVS Health Corporation,NYSE,Healthcare,"263,580.0",10.0,5.2,4.6,BBB,Low
357,CVX,Chevron Corporation,NYSE,Energy,"114,786.0",4.3,4.5,5.9,BBB,Low
358,CW,Curtiss-Wright Corporation,NYSE,Industrials,"2,421.9",2.5,5.7,5.0,A,High
359,CWT,California Water Service Group,NYSE,Utilities,710.5,3.3,6.7,4.9,BB,Low
360,CXO,Concho Resources Inc.,NYSE,Energy,"3,757.0",1.7,4.5,4.4,B,Low
361,CXW,"CoreCivic, Inc.",NYSE,Finance,"1,970.1",6.6,2.3,2.4,CCC,Low
362,CYH,"Community Health Systems, Inc.",NYSE,Healthcare,"12,075.0",6.5,3.9,3.3,B,Low
363,CYTK,"Cytokinetics, Incorporated",NASDAQ,Healthcare,18.7,4.9,3.7,4.0,B,Low
364,CZR,Caesars Entertainment Inc,NASDAQ,Consumer Services,"1,854.8",1.3,5.3,3.6,BB,Low
365,D,Dominion Energy Inc,NYSE,Utilities,"16,755.0",7.0,5.7,3.8,A,High
366,DAKT,"Daktronics, Inc.",NASDAQ,Technology,608.9,,,,@NA,Low
367,DAL,"Delta Air Lines, Inc.",NYSE,Industrials,"34,059.0",4.2,5.0,4.8,A,High
368,DAN,Dana Incorporated,NYSE,Consumer Cyclicals,"7,155.0",3.6,7.0,4.2,BBB,Low
369,DAR,Darling Ingredients Inc.,NYSE,Consumer Non-Cyclicals,"3,400.3",3.4,7.4,5.0,BBB,Low
370,DBD,Diebold Nixdorf Incorporated,NYSE,Technology,"4,030.2",3.2,5.0,4.2,BB,Low
371,DBI,Designer Brands Inc. Class A,NYSE,Consumer Cyclicals,"3,097.0",3.7,1.2,4.9,BB,Low
372,DCI,"Donaldson Company, Inc.",NYSE,Industrials,"2,691.4",5.4,6.5,4.8,A,High
373,DCOM,"Dime Community Bancshares, Inc.",NASDAQ,Finance,253.5,1.8,5.7,3.6,B,Low
374,DD,"DuPont de Nemours, Inc.",NYSE,Non-Energy Materials,"20,679.0",4.9,6.2,5.3,A,High
375,DDD,3D Systems Corporation,NYSE,Industrials,566.6,4.3,5.3,3.4,BB,Low
376,DE,Deere & Company,NYSE,Industrials,"36,823.0",5.6,5.7,5.7,A,High
377,DEA,"Easterly Government Properties, Inc.",NYSE,Finance,229.3,7.3,6.3,3.1,A,High
378,DECK,Deckers Outdoor Corporation,NYSE,Consumer Cyclicals,"2,137.0",4.5,7.7,5.7,AA,High
379,DEI,"Douglas Emmett, Inc",NYSE,Finance,918.9,7.5,5.0,4.5,A,High
380,DFIN,"Donnelley Financial Solutions, Inc.",NYSE,Technology,860.9,,,,@NA,Low
381,DFS,Discover Financial Services,NYSE,Finance,"13,713.0",8.0,7.0,3.8,BB,Low
382,DG,Dollar General Corporation,NYSE,Consumer Non-Cyclicals,"29,579.2",1.4,7.5,3.3,B,Low
383,DGII,Digi International Inc.,NASDAQ,Technology,271.1,,,,@NA,Low
384,DGX,Quest Diagnostics Incorporated,NYSE,Healthcare,"7,531.0",8.5,4.3,6.2,AA,High
385,DHC,Diversified Healthcare Trust,NASDAQ,Finance,"1,315.8",5.4,3.3,4.4,B,Low
386,DHI,"D.R. Horton, Inc.",NYSE,Consumer Cyclicals,"18,949.7",4.5,4.6,2.4,BB,Low
387,DHR,Danaher Corporation,NYSE,Healthcare,"17,515.1",6.7,3.8,5.4,BB,Low
388,DIN,"Dine Brands Global, Inc.",NYSE,Consumer Services,761.5,5.5,4.9,5.5,A,High
389,DIOD,Diodes Incorporated,NASDAQ,Technology,"1,194.2",4.6,4.5,4.1,B,Low
390,DIS,Walt Disney Company,NYSE,Consumer Services,"69,251.0",10.0,6.4,4.6,BBB,Low
391,DISCA,"Discovery, Inc. Class A",NASDAQ,Consumer Services,"10,753.0",7.0,3.3,6.7,BBB,Low
392,DISH,DISH Network Corporation Class A,NASDAQ,Telecommunications,"12,813.7",8.0,2.2,4.0,CCC,Low
393,DKS,"Dick's Sporting Goods, Inc.",NYSE,Consumer Cyclicals,"8,163.3",1.9,4.8,5.6,BBB,Low
394,DLPH,Delphi Technologies Plc,NYSE,Consumer Cyclicals,"3,662.0",4.8,8.0,3.9,A,High
395,DLR,"Digital Realty Trust, Inc.",NYSE,Finance,"3,378.2",9.8,5.1,3.5,BB,Low
396,DLTR,"Dollar Tree, Inc.",NASDAQ,Consumer Non-Cyclicals,"24,088.9",3.4,5.1,4.3,BB,Low
397,DLX,Deluxe Corporation,NYSE,Business Services,"1,912.5",5.5,5.7,5.3,BBB,Low
398,DNKN,"Dunkin' Brands Group, Inc.",NASDAQ,Consumer Services,"1,302.3",6.1,6.2,4.9,A,High
399,DNOW,NOW Inc.,NYSE,Industrials,"2,364.0",2.4,7.1,5.0,BB,Low
400,DOC,Physicians Realty Trust,NYSE,Finance,445.6,4.9,6.3,1.9,B,Low
401,DORM,"Dorman Products, Inc.",NASDAQ,Consumer Cyclicals,984.3,3.3,5.6,4.3,BBB,Low
402,DOV,Dover Corporation,NYSE,Industrials,"6,756.0",4.7,5.9,4.0,BBB,Low
403,DOW,"Dow, Inc.",NYSE,Non-Energy Materials,"39,092.0",3.4,4.8,4.3,BBB,Low
404,DPZ,"Domino's Pizza, Inc.",NYSE,Consumer Services,"3,764.3",5.0,6.8,4.3,BBB,Low
405,DRE,Duke Realty Corporation,NYSE,Finance,937.4,5.8,6.6,4.0,BBB,Low
406,DRH,DiamondRock Hospitality Company,NYSE,Finance,668.2,6.9,4.4,3.6,BBB,Low
407,DRI,"Darden Restaurants, Inc.",NYSE,Consumer Services,"7,806.9",6.4,7.0,4.1,BBB,Low
408,DRQ,"Dril-Quip, Inc.",NYSE,Energy,403.1,5.2,4.9,6.2,BB,Low
409,DSPG,"DSP Group, Inc.",NASDAQ,Technology,116.9,3.3,7.3,3.9,B,Low
410,DTE,DTE Energy Company,NYSE,Utilities,"11,818.0",5.6,7.0,6.0,A,High
411,DUK,Duke Energy Corporation,NYSE,Utilities,"24,413.0",6.4,5.3,5.7,BBB,Low
412,DVA,DaVita Inc.,NYSE,Healthcare,"11,523.9",9.4,4.7,5.6,A,High
413,DVN,Devon Energy Corporation,NYSE,Energy,"4,870.0",2.5,6.0,4.0,BBB,Low
414,DXC,DXC Technology Co.,NYSE,Technology,"19,189.0",4.5,6.2,4.2,BBB,Low
415,DXCM,"DexCom, Inc.",NASDAQ,Healthcare,"1,716.0",6.3,4.6,6.7,A,High
416,DXPE,"DXP Enterprises, Inc.",NASDAQ,Industrials,"1,175.0",3.2,2.7,7.9,B,Low
417,DY,"Dycom Industries, Inc.",NYSE,Industrials,"3,320.3",2.0,4.6,2.5,BB,Low
418,EA,Electronic Arts Inc.,NASDAQ,Technology,"5,721.0",8.0,4.5,5.5,A,High
419,EAT,"Brinker International, Inc.",NYSE,Consumer Services,"3,078.5",5.3,6.4,4.3,BBB,Low
420,EBAY,eBay Inc.,NASDAQ,Consumer Non-Cyclicals,"10,644.0",10.0,7.2,3.2,BBB,Low
421,EBIX,"Ebix, Inc.",NASDAQ,Finance,542.6,3.0,3.3,3.6,B,Low
422,EBS,Emergent BioSolutions Inc.,NYSE,Healthcare,"1,259.3",5.9,4.9,3.5,B,Low
423,ECHO,"Echo Global Logistics, Inc",NASDAQ,Industrials,"2,158.9",6.5,5.8,4.9,AA,High
424,ECL,Ecolab Inc.,NYSE,Non-Energy Materials,"13,347.8",8.7,6.1,4.2,AAA,High
425,ECOL,"US Ecology, Inc.",NASDAQ,Business Services,853.3,2.3,6.6,4.5,B,Low
426,ECPG,"Encore Capital Group, Inc.",NASDAQ,Finance,"1,412.1",6.7,7.0,4.2,BBB,Low
427,ED,"Consolidated Edison, Inc.",NYSE,Utilities,"12,254.0",7.3,6.0,5.4,AA,High
428,EFX,Equifax Inc.,NYSE,Business Services,"3,722.3",8.0,7.4,5.1,BB,Low
429,EGBN,"Eagle Bancorp, Inc.",NASDAQ,Finance,449.0,1.0,6.9,3.5,B,Low
430,EGHT,"8x8, Inc.",NYSE,Technology,471.4,3.0,6.7,3.7,BBB,Low
431,EGOV,NIC Inc.,NASDAQ,Business Services,362.2,6.7,5.5,1.9,B,Low
432,EGP,"EastGroup Properties, Inc.",NYSE,Finance,347.1,4.9,4.3,1.3,B,Low
433,EGRX,"Eagle Pharmaceuticals, Inc.",NASDAQ,Healthcare,177.4,4.2,5.7,5.1,A,High
434,EHC,Encompass Health Corporation,NYSE,Healthcare,"4,602.1",5.2,5.3,5.0,A,High
435,EHTH,"eHealth, Inc.",NASDAQ,Finance,566.8,3.2,6.3,4.8,BBB,Low
436,EIG,"Employers Holdings, Inc.",NYSE,Finance,770.8,4.2,6.9,2.8,B,Low
437,EIX,Edison International,NYSE,Utilities,"12,488.0",4.5,8.3,4.0,BBB,Low
438,EL,Estee Lauder Companies Inc. Class A,NYSE,Consumer Non-Cyclicals,"15,412.0",8.9,2.2,4.4,BBB,Low
439,ELY,Callaway Golf Company,NYSE,Consumer Cyclicals,"1,477.4",0.3,7.2,5.6,A,High
440,EME,"EMCOR Group, Inc.",NYSE,Industrials,"9,005.5",3.4,5.7,5.4,AA,High
441,EMN,Eastman Chemical Company,NYSE,Non-Energy Materials,"8,670.0",4.6,6.4,3.7,BB,Low
442,EMR,Emerson Electric Co.,NYSE,Industrials,"17,203.0",5.8,5.8,5.0,BBB,Low
443,ENDP,Endo International Plc,NASDAQ,Healthcare,"3,002.2",4.9,5.3,1.9,BB,Low
444,ENPH,"Enphase Energy, Inc.",NASDAQ,Industrials,721.2,7.7,6.4,2.0,BB,Low
445,ENR,Energizer Holdings Inc,NYSE,Consumer Non-Cyclicals,"2,700.8",5.0,5.6,5.1,BBB,Low
446,ENS,EnerSys,NYSE,Industrials,"3,012.6",4.4,5.7,6.6,BBB,Low
447,ENSG,"Ensign Group, Inc.",NASDAQ,Healthcare,"2,086.0",6.4,5.0,4.4,BBB,Low
448,ENTA,"Enanta Pharmaceuticals, Inc.",NASDAQ,Healthcare,150.2,6.9,4.4,3.9,BB,Low
449,ENVA,Enova International Inc,NYSE,Finance,"1,211.2",6.7,5.4,3.3,CCC,Low
450,EOG,"EOG Resources, Inc.",NYSE,Energy,"13,192.7",2.3,5.4,5.0,BB,Low
451,EPAC,Enerpac Tool Group Corp Class A,NYSE,Industrials,177.0,3.6,5.9,5.6,BBB,Low
452,EPAY,"Bottomline Technologies (de), Inc.",NASDAQ,Technology,442.2,3.7,4.5,4.8,BBB,Low
453,EPC,Edgewell Personal Care Co.,NYSE,Consumer Non-Cyclicals,"1,988.9",5.2,5.5,4.1,BBB,Low
454,EPR,EPR Properties,NYSE,Finance,568.5,4.9,5.8,2.4,B,Low
455,EPRT,"Essential Properties Realty Trust, Inc.",NYSE,Finance,154.1,4.0,5.9,5.9,BBB,Low
456,EQIX,"Equinix, Inc.",NASDAQ,Finance,"5,683.9",9.7,6.2,4.8,AA,High
457,EQR,Equity Residential,NYSE,Finance,"2,681.1",6.4,5.4,6.1,A,High
458,EQT,EQT Corporation,NYSE,Energy,"2,840.3",2.6,6.2,5.5,BBB,Low
459,ES,Eversource Energy,NYSE,Utilities,"8,553.0",7.0,7.1,6.2,AA,High
460,ESE,ESCO Technologies Inc.,NYSE,Industrials,761.5,4.4,5.4,7.2,A,High
461,ESNT,Essent Group Ltd.,NYSE,Finance,920.1,3.3,5.9,3.1,B,Low
462,ESS,"Essex Property Trust, Inc.",NYSE,Finance,"1,524.4",5.1,6.1,2.9,BB,Low
463,ETFC,E*TRADE Financial Corporation,NASDAQ,Finance,"3,056.0",4.5,6.6,3.3,BBB,Low
464,ETH,Ethan Allen Interiors Inc.,NYSE,Consumer Cyclicals,589.8,4.4,6.3,3.6,BBB,Low
465,ETN,Eaton Corp. Plc,NYSE,Industrials,"19,197.0",5.2,6.4,5.2,BBB,Low
466,ETR,Entergy Corporation,NYSE,Utilities,"10,276.5",6.1,6.1,5.8,A,High
467,ETRN,Equitrans Midstream Corp.,NYSE,Energy,"1,628.0",2.3,4.5,5.6,B,Low
468,ETSY,"Etsy, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,124.7",10.0,4.4,4.4,BBB,Low
469,EV,Eaton Vance Corp.,NYSE,Finance,"1,662.9",8.0,4.9,2.8,B,Low
470,EVR,Evercore Inc Class A,NYSE,Finance,"2,023.7",5.0,5.9,1.3,BB,Low
471,EVRG,"Evergy, Inc.",NYSE,Utilities,"5,010.6",3.8,5.7,1.1,BB,Low
472,EVTC,"EVERTEC, Inc.",NYSE,Finance,485.9,7.0,4.8,3.9,BB,Low
473,EW,Edwards Lifesciences Corporation,NYSE,Healthcare,"4,321.8",10.0,6.0,5.7,AA,High
474,EWBC,"East West Bancorp, Inc.",NASDAQ,Finance,"1,957.8",2.9,6.4,3.9,BB,Low
475,EXC,Exelon Corporation,NASDAQ,Utilities,"32,929.0",7.3,5.5,5.6,AA,High
476,EXEL,"Exelixis, Inc.",NASDAQ,Healthcare,998.4,4.9,3.4,4.0,B,Low
477,EXLS,"ExlService Holdings, Inc.",NASDAQ,Business Services,976.7,6.7,7.0,3.4,BBB,Low
478,EXP,Eagle Materials Inc.,NYSE,Non-Energy Materials,"1,508.2",0.7,5.6,4.7,B,Low
479,EXPD,"Expeditors International of Washington, Inc.",NASDAQ,Industrials,"8,602.3",9.6,7.7,4.5,AAA,High
480,EXPE,"Expedia Group, Inc.",NASDAQ,Consumer Services,"9,080.0",6.1,2.1,4.6,BB,Low
481,EXPO,"Exponent, Inc.",NASDAQ,Business Services,409.7,6.5,6.6,4.9,BBB,Low
482,EXPR,"Express, Inc.",NYSE,Consumer Cyclicals,"1,778.2",,,,@NA,Low
483,EXR,Extra Space Storage Inc.,NYSE,Finance,"1,328.3",4.4,4.5,4.8,B,Low
484,EXTN,Exterran Corp.,NYSE,Energy,957.1,,,,@NA,Low
485,EXTR,"Extreme Networks, Inc.",NASDAQ,Technology,948.0,3.8,6.4,3.9,BBB,Low
486,EZPW,"EZCORP, Inc. Class A",NASDAQ,Finance,870.3,6.7,4.5,3.9,B,Low
487,F,Ford Motor Company,NYSE,Consumer Cyclicals,"130,396.0",5.1,3.7,2.3,B,Low
488,FAF,First American Financial Corporation,NYSE,Finance,"6,418.7",4.9,7.1,4.3,A,High
489,FANG,"Diamondback Energy, Inc.",NASDAQ,Energy,"3,403.0",2.0,5.1,4.1,B,Low
490,FARO,"FARO Technologies, Inc.",NASDAQ,Industrials,334.7,2.3,6.9,5.3,BBB,Low
491,FAST,Fastenal Company,NASDAQ,Industrials,"5,532.0",3.0,7.7,6.8,AA,High
492,FB,"Facebook, Inc. Class A",NASDAQ,Technology,"75,157.0",10.0,5.0,2.1,BBB,Low
493,FBC,"Flagstar Bancorp, Inc.",NYSE,Finance,"1,411.0",7.2,5.4,3.9,BB,Low
494,FBHS,"Fortune Brands Home & Security, Inc.",NYSE,Consumer Non-Cyclicals,"5,708.0",6.2,5.9,5.8,A,High
495,FBK,FB Financial Corporation,NYSE,Finance,424.7,2.8,5.2,3.6,B,Low
496,FBM,"Foundation Building Materials, Inc.",NYSE,Industrials,"2,090.1",2.7,6.3,7.3,BBB,Low
497,FBP,First Bancorp,NYSE,Finance,755.9,0.7,7.0,3.3,B,Low
498,FCF,First Commonwealth Financial Corporation,NYSE,Finance,409.2,0.2,6.6,3.4,BB,Low
499,FCFS,"FirstCash, Inc.",NASDAQ,Finance,"1,830.1",6.7,6.0,4.0,BB,Low
500,FCN,"FTI Consulting, Inc.",NYSE,Business Services,"2,407.8",8.0,7.1,4.9,A,High
501,FCPT,"Four Corners Property Trust, Inc.",NYSE,Finance,166.7,4.9,6.8,3.0,BB,Low
502,FCX,"Freeport-McMoRan, Inc.",NYSE,Non-Energy Materials,"12,949.0",2.1,4.9,2.7,BB,Low
503,FDP,Fresh Del Monte Produce Inc.,NYSE,Consumer Non-Cyclicals,"4,297.4",4.0,6.0,3.8,BBB,Low
504,FDS,FactSet Research Systems Inc.,NYSE,Technology,"1,474.8",8.3,6.1,4.9,AA,High
505,FDX,FedEx Corporation,NYSE,Industrials,"69,217.0",9.7,5.4,1.7,BB,Low
506,FE,FirstEnergy Corp.,NYSE,Utilities,"10,867.0",5.5,5.5,4.2,BBB,Low
